"Time","Subsystem #1|CTLs|Vars|Vrms_1","Subsystem #1|CTLs|Vars|Vrms_10","Subsystem #1|CTLs|Vars|Vrms_11","Subsystem #1|CTLs|Vars|Vrms_12","Subsystem #1|CTLs|Vars|Vrms_13","Subsystem #1|CTLs|Vars|Vrms_14","Subsystem #1|CTLs|Vars|Vrms_2","Subsystem #1|CTLs|Vars|Vrms_3","Subsystem #1|CTLs|Vars|Vrms_4","Subsystem #1|CTLs|Vars|Vrms_5","Subsystem #1|CTLs|Vars|Vrms_6","Subsystem #1|CTLs|Vars|Vrms_8","Subsystem #1|CTLs|Vars|Vrms_9"
0.1355,8.422522074,4.284924321,4.688634997,4.999937345,4.89108987,4.350742525,6.165237493,5.407482115,3.113590564,4.086504051,5.183173748,5.5942879,4.171362709
0.13555,8.422314226,4.28453819,4.688266647,4.999576576,4.890727837,4.350355967,6.165051386,5.407251088,3.113235057,4.086297932,5.182818844,5.593688915,4.170980631
0.1356,8.422105334,4.284156794,4.687902207,4.99921871,4.890369221,4.349974314,6.164867299,5.407020084,3.112888175,4.086099585,5.182466268,5.593087031,4.170602637
0.13565,8.421895384,4.28378021,4.687541737,4.998863802,4.890014079,4.349597638,6.164685204,5.40678909,3.11254998,4.085908999,5.18211607,5.592482405,4.170228803
0.1357,8.42168436,4.283408511,4.687185299,4.998511903,4.889662464,4.349226011,6.164505073,5.406558093,3.11222053,4.08572616,5.1817683,5.591875193,4.169859205
0.13575,8.421472249,4.283039532,4.686832261,4.998163026,4.889314357,4.348858803,6.164326876,5.406327079,3.111899484,4.085551048,5.181422913,5.591134135,4.16948803
0.1358,8.421259037,4.28267088,4.686481379,4.997817054,4.888969566,4.348494922,6.164150582,5.406096034,3.11158632,4.085383565,5.18107966,5.590513126,4.169114697
0.13585,8.421044713,4.282305827,4.68613313,4.997473786,4.888627885,4.348134793,6.163976162,5.405864946,3.111281274,4.085223536,5.180738363,5.589892663,4.168748784
0.1359,8.420829265,4.281948013,4.685789381,4.997133187,4.888289376,4.347779762,6.163803584,5.405633791,3.110985049,4.08507093,5.180399236,5.589263499,4.168390715
0.13595,8.420612685,4.281596711,4.685450623,4.996795461,4.887954305,4.347430305,6.163632821,5.405402516,3.110698142,4.084925854,5.18006262,5.588639554,4.168037585
0.136,8.420394962,4.281251229,4.685116495,4.996460859,4.887622916,4.34708649,6.163463864,5.405171051,3.110420775,4.084788371,5.179728676,5.58800878,4.167690054
0.13605,8.420176121,4.280911649,4.684787007,4.996129548,4.887295368,4.346748424,6.163296724,5.40493939,3.11015294,4.084658494,5.179397493,5.587381354,4.167347753
0.1361,8.419956273,4.280577843,4.684462204,4.995801647,4.886971771,4.34641615,6.163131392,5.404707595,3.109894502,4.084536207,5.179069165,5.586749135,4.167010661
0.13615,8.419735552,4.280249809,4.68414209,4.995477245,4.886652207,4.346089704,6.162967809,5.404475711,3.109645322,4.084421457,5.178743752,5.586118932,4.166678745
0.1362,8.419513912,4.279927533,4.683826694,4.995156402,4.886336733,4.345769116,6.162805918,5.40424374,3.109405324,4.084314187,5.178421294,5.585485456,4.166351979
0.13625,8.419291121,4.279611018,4.68351603,4.994839165,4.88602539,4.345454407,6.162645711,5.404011656,3.109174499,4.084214342,5.178101826,5.584853239,4.166030371
0.1363,8.41906558,4.279300276,4.683210117,4.994525566,4.88571821,4.345145599,6.162487159,5.403779422,3.108952855,4.084121866,5.177785374,5.584218884,4.16571393
0.13635,8.418832105,4.278995325,4.682908975,4.994215632,4.885415217,4.344842713,6.162330141,5.403547004,3.108740391,4.084036696,5.177471962,5.58358542,4.165402684
0.1364,8.418599413,4.278696188,4.682612621,4.993909385,4.88511643,4.34454577,6.162174254,5.403314385,3.108537094,4.083958778,5.177161603,5.582950683,4.165096658
0.13645,8.418367076,4.278402888,4.682321071,4.993606839,4.884821862,4.344254789,6.162017887,5.403081556,3.108342965,4.083888062,5.176854314,5.582316712,4.164795884
0.1365,8.418134506,4.27811545,4.682034342,4.993308011,4.884531527,4.343969788,6.161859615,5.402848513,3.108158018,4.083824502,5.176550113,5.581682152,4.164500391
0.13655,8.417901504,4.277833895,4.681752435,4.993012902,4.884245427,4.343690786,6.161702445,5.402615246,3.107982282,4.083767578,5.176248965,5.581048394,4.164210216
0.1366,8.417668232,4.277558223,4.681475224,4.992721403,4.883963465,4.343417788,6.161549038,5.402381713,3.107815745,4.083714598,5.175950501,5.580414596,4.163925385
0.13665,8.417434842,4.277288377,4.681202461,4.992433251,4.883685404,4.343150767,6.161397801,5.402147677,3.10765809,4.083664885,5.175654259,5.579781617,4.163645894
0.1367,8.417200677,4.277024286,4.680934152,4.992148327,4.88341113,4.342889661,6.16124835,5.401912555,3.107508707,4.083623269,5.175360639,5.579148761,4.163371661
0.13675,8.416964822,4.276765954,4.6806707,4.991866947,4.883140917,4.342634428,6.161100709,5.401676111,3.1073676,4.083592595,5.175070594,5.578516648,4.16310259
0.1368,8.416727529,4.27651347,4.680412436,4.991589583,4.882875179,4.342385095,6.160954241,5.401439261,3.107235699,4.083571171,5.174784496,5.577885255,4.162838702
0.13685,8.416489272,4.276266964,4.6801594,4.991316468,4.882614128,4.342141758,6.160809443,5.401202944,3.107113874,4.083557426,5.17450219,5.577255394,4.162580194
0.1369,8.416249482,4.27602659,4.679911586,4.99104763,4.882357796,4.341904543,6.16066708,5.400966837,3.107002419,4.083551141,5.174223581,5.576627139,4.162327315
0.13695,8.416008987,4.275792504,4.679669052,4.990783053,4.88210618,4.341673571,6.160527072,5.400730377,3.106901182,4.083551969,5.173948652,5.576000927,4.16208026
0.137,8.415766353,4.275564813,4.67943182,4.990522706,4.881859261,4.34144894,6.160388491,5.400493683,3.10680974,4.083558964,5.173677293,5.575376685,4.161839137
0.13705,8.415523339,4.275343548,4.679199837,4.990266511,4.881616974,4.341230708,6.160250769,5.400257034,3.106727717,4.083571589,5.173409346,5.57475463,4.161603974
0.1371,8.415279888,4.275128683,4.678973025,4.990014363,4.881379226,4.341018891,6.160113656,5.400020722,3.10665478,4.083589451,5.173144685,5.57413471,4.161374747
0.13715,8.415034839,4.274920151,4.678751286,4.98976615,4.881145916,4.340813463,6.159976734,5.399784958,3.106590544,4.083612089,5.172883171,5.573517051,4.161151392
0.1372,8.414787941,4.274717859,4.678534517,4.989521766,4.880916939,4.340614368,6.159840215,5.399549332,3.106534598,4.083639575,5.172624712,5.572901597,4.160933811
0.13725,8.414539513,4.274521706,4.678322698,4.989281179,4.880692257,4.34042153,6.159704485,5.399313045,3.106486589,4.083673266,5.172369458,5.572288441,4.160721885
0.1373,8.414289876,4.274331629,4.678115933,4.989044502,4.88047196,4.340234878,6.159568924,5.399075821,3.106446531,4.083714336,5.172117748,5.571677658,4.160515515
0.13735,8.414039073,4.27414761,4.6779143,4.988811889,4.880256174,4.340054376,6.159433172,5.398837923,3.106414922,4.083761649,5.171869677,5.571069554,4.160314678
0.1374,8.41378675,4.273969663,4.677717736,4.988583363,4.880044914,4.339880015,6.159297747,5.398599438,3.106392306,4.08381414,5.171625047,5.570464418,4.160119445
0.13745,8.413532814,4.273797825,4.677526182,4.988358856,4.879838116,4.339711801,6.159163108,5.398360315,3.106378906,4.083872123,5.171383788,5.569862533,4.159929926
0.1375,8.4132775,4.27363215,4.677339654,4.988138326,4.879635737,4.339549744,6.159029489,5.398120638,3.106374725,4.083935302,5.171145908,5.569264081,4.15974621
0.13755,8.413020905,4.27347268,4.677158138,4.987921724,4.879437734,4.339393853,6.15889683,5.397880334,3.10637961,4.084002891,5.170911293,5.568669232,4.159568353
0.1376,8.41276311,4.273319418,4.676981594,4.987708989,4.879244046,4.339244122,6.158764797,5.39763928,3.106393146,4.084075181,5.170679895,5.568078052,4.159396364
0.13765,8.412504314,4.273172342,4.676810063,4.98750013,4.879054677,4.339100536,6.158633265,5.397397677,3.106414876,4.084153127,5.170451892,5.567490596,4.1592302
0.1377,8.412244611,4.273031429,4.67664363,4.987295246,4.87886971,4.338963072,6.158502281,5.39715578,3.106444594,4.084236813,5.17022747,5.566906944,4.159069796
0.13775,8.411983924,4.272896649,4.676482316,4.987094427,4.878689216,4.338831716,6.158371652,5.396913594,3.106482302,4.084325748,5.170006653,5.566327249,4.15891511
0.1378,8.411722041,4.272767973,4.676326078,4.986897694,4.878513209,4.338706452,6.158241349,5.396671014,3.106528039,4.084419694,5.169789396,5.565751669,4.158766132
0.13785,8.411458831,4.272645378,4.676174891,4.98670504,4.878341676,4.338587265,6.158111531,5.396427967,3.106581841,4.084518693,5.1695757,5.565180385,4.158622865
0.1379,8.411194298,4.27252886,4.67602876,4.98651647,4.878174616,4.338474139,6.157982134,5.396184452,3.106643816,4.084622876,5.169365615,5.564613593,4.158485328
0.13795,8.41092849,4.272418433,4.675887699,4.986332002,4.878012036,4.338367063,6.15785303,5.395940512,3.106714136,4.084731886,5.169159156,5.564051517,4.158353557
0.138,8.410661465,4.272314114,4.675751678,4.986151614,4.877853914,4.338266035,6.157724132,5.395696133,3.106792875,4.084845052,5.168956227,5.56349436,4.158227602
0.13805,8.410393302,4.272215909,4.67562064,4.985975241,4.877700185,4.338171044,6.157595417,5.395451251,3.106879851,4.084962059,5.16875672,5.562942267,4.158107501
0.1381,8.410124045,4.272123799,4.675494545,4.985802818,4.877550785,4.33808207,6.157466907,5.395205841,3.106974671,4.08508296,5.168560606,5.562395316,4.157993244
0.13815,8.409853692,4.272037744,4.67537338,4.985634316,4.877405682,4.337999075,6.157338535,5.394959946,3.107076919,4.085207851,5.16836792,5.561853561,4.157884776
0.1382,8.409582337,4.271957682,4.675257131,4.985469739,4.877264868,4.337922011,6.157210179,5.394713626,3.10718628,4.08533667,5.168178692,5.561317062,4.157782017
0.13825,8.409310037,4.271883542,4.675145764,4.985309091,4.877128338,4.337850824,6.157081749,5.394466882,3.1073026,4.085469283,5.167992928,5.560785912,4.157684889
0.1383,8.409036688,4.271815254,4.675039233,4.985152363,4.876996073,4.337785457,6.156953195,5.394219671,3.107425901,4.085605537,5.167810611,5.560260243,4.157593331
0.13835,8.408762082,4.27175276,4.674937483,4.984999529,4.876868036,4.337725853,6.156824479,5.393971955,3.10755631,4.08574521,5.1676317,5.55974022,4.157507312
0.1384,8.408486116,4.271696019,4.674840452,4.984850538,4.876744175,4.337671958,6.156695563,5.393723689,3.107693934,4.085888059,5.167456129,5.559226017,4.157426827
0.13845,8.408208854,4.271645001,4.674748089,4.984705338,4.876624428,4.33762372,6.156566404,5.393474791,3.107838736,4.086034005,5.167283855,5.55871779,4.157351875
0.1385,8.407930333,4.271599677,4.67466037,4.98456389,4.876508754,4.337581091,6.156436958,5.393225204,3.107990549,4.086183133,5.16711489,5.558215669,4.157282446
0.13855,8.407650612,4.271560021,4.674577293,4.98442619,4.876397137,4.337544024,6.156307182,5.392974931,3.108149176,4.086335389,5.16694927,5.557719773,4.157218514
0.1386,8.407369977,4.271525999,4.674498845,4.984292241,4.876289569,4.337512475,6.156177055,5.392724031,3.108314438,4.086490586,5.166787002,5.557230215,4.157160047
0.13865,8.407088687,4.271497568,4.674424994,4.984162033,4.876186034,4.337486401,6.156046576,5.392472558,3.108486155,4.086648582,5.16662807,5.556747099,4.157107004
0.1387,8.406806698,4.271474675,4.674355704,4.984035551,4.876086507,4.337465752,6.15591573,5.39222053,3.108664153,4.086809283,5.166472467,5.556270521,4.157059342
0.13875,8.406523743,4.271457267,4.674290937,4.983912776,4.87599096,4.337450477,6.155784475,5.391967955,3.108848311,4.086972586,5.166320183,5.555800581,4.157017013
0.1388,8.406239588,4.271445285,4.67423065,4.983793688,4.875899364,4.337440522,6.15565276,5.391714849,3.109038554,4.087138348,5.166171203,5.55533739,4.15697997
0.13885,8.405954132,4.271438675,4.674174797,4.983678258,4.875811684,4.337435829,6.155520544,5.391461221,3.109234838,4.087306358,5.166025497,5.554881065,4.156948175
0.1389,8.405667367,4.271437382,4.674123317,4.983566446,4.875727869,4.337436341,6.155387795,5.391207062,3.10943709,4.087476379,5.165883011,5.554431721,4.156921595
0.13895,8.405379323,4.271441352,4.67407615,4.983458198,4.875647862,4.337441995,6.155254486,5.390952357,3.109645179,4.087648241,5.165743695,5.553989467,4.156900192
0.139,8.405090261,4.271450522,4.674033236,4.983353463,4.875571605,4.337452727,6.155120601,5.390697094,3.109858918,4.087821836,5.165607511,5.5535544,4.156883921
0.13905,8.40480062,4.27146483,4.673994527,4.983252199,4.875499047,4.337468468,6.154986127,5.390441272,3.110078101,4.087997067,5.16547444,5.553126613,4.156872728
0.1391,8.404510629,4.271484209,4.673959973,4.98315437,4.875430144,4.337489146,6.154851015,5.39018489,3.110302535,4.088173824,5.165344464,5.552706196,4.156866552
0.13915,8.404220155,4.271508589,4.673929528,4.983059947,4.875364857,4.33751469,6.154715154,5.389927944,3.110532064,4.088351993,5.16521757,5.55229324,4.156865331
0.1392,8.403928892,4.271537903,4.673903142,4.9829689,4.875303146,4.337545028,6.154578455,5.389670433,3.110766576,4.088531451,5.165093737,5.551887835,4.156869007
0.13925,8.403636567,4.271572081,4.673880761,4.982881196,4.875244969,4.337580088,6.154440907,5.389412355,3.111005981,4.088712078,5.164972938,5.551490069,4.156877524
0.1393,8.403343002,4.271611057,4.673862326,4.982796795,4.875190277,4.3376198,6.154302506,5.38915371,3.111250178,4.088893759,5.164855134,5.551100026,4.156890829
0.13935,8.403048138,4.271654759,4.673847774,4.98271565,4.875139015,4.337664089,6.154163211,5.388894496,3.111499021,4.08907637,5.164740288,5.550717786,4.156908868
0.1394,8.402752188,4.271703115,4.673837043,4.982637717,4.875091129,4.33771288,6.154022958,5.388634714,3.11175234,4.089259733,5.164628366,5.550343427,4.156931579
0.13945,8.402455571,4.271756051,4.673830072,4.98256295,4.875046566,4.337766094,6.153881711,5.388374366,3.112009965,4.089443634,5.16451933,5.54997703,4.1569589
0.1395,8.402158631,4.271813488,4.673826794,4.982491299,4.875005268,4.337823652,6.153739471,5.388113453,3.112271734,4.089627873,5.164413133,5.549618672,4.156990765
0.13955,8.401861366,4.271875349,4.67382714,4.982422712,4.874967173,4.337885472,6.153596237,5.387851979,3.112537487,4.089812289,5.164309728,5.549268426,4.157027108
0.1396,8.401563496,4.271941552,4.673831044,4.982357137,4.874932222,4.337951471,6.153451996,5.387589949,3.112807064,4.089996766,5.164209077,5.548926357,4.157067861
0.13965,8.40126476,4.272012016,4.673838442,4.982294524,4.874900357,4.338021565,6.153306732,5.387327365,3.113080314,4.090181228,5.16411115,5.548592526,4.157112952
0.1397,8.40096503,4.27208666,4.673849272,4.98223483,4.874871523,4.338095668,6.153160386,5.387064229,3.11335709,4.090365602,5.164015918,5.548266989,4.15716231
0.13975,8.400664299,4.272165402,4.67386347,4.982178011,4.874845667,4.338173695,6.153012826,5.386800547,3.113637251,4.090549781,5.16392335,5.547949804,4.157215863
0.1398,8.400362692,4.272248157,4.67388097,4.982124022,4.874822736,4.338255561,6.152863922,5.386536329,3.113920655,4.090733628,5.16383341,5.54764103,4.15727354
0.13985,8.400060426,4.272334843,4.673901704,4.982072815,4.87480267,4.338341178,6.152713639,5.386271584,3.114207158,4.090917016,5.163746059,5.547340725,4.15733527
0.1399,8.399757721,4.272425375,4.6739256,4.982024341,4.874785412,4.33843046,6.152562032,5.386006322,3.114496611,4.091099823,5.163661255,5.547048945,4.157400982
0.13995,8.399454648,4.272519669,4.673952589,4.981978546,4.8747709,4.338523319,6.152409166,5.385740543,3.11478885,4.091281891,5.163578957,5.546765746,4.157470605
0.14,8.399151097,4.272617639,4.6739826,4.981935378,4.874759072,4.338619667,6.152255063,5.385474249,3.115083706,4.091463007,5.163499115,5.54649118,4.157544064
0.14005,8.398846946,4.272719199,4.674015556,4.981894779,4.874749862,4.338719413,6.152099712,5.385207435,3.11538101,4.091642962,5.163421677,5.546225296,4.157621285
0.1401,8.398542198,4.272824259,4.674051381,4.981856688,4.8747432,4.338822467,6.151943082,5.384940103,3.115680592,4.091821614,5.163346587,5.545968131,4.157702189
0.14015,8.398236918,4.272932727,4.674089997,4.981821044,4.874739017,4.338928735,6.151785108,5.384672256,3.115982279,4.091998881,5.163273798,5.545719715,4.157786696
0.1402,8.397931135,4.273044508,4.674131331,4.981787788,4.874737247,4.339038121,6.151625705,5.384403908,3.116285896,4.092174711,5.163203272,5.545480068,4.157874719
0.14025,8.397624867,4.273159507,4.674175308,4.981756869,4.874737827,4.339150529,6.151464809,5.384135072,3.116591275,4.092349048,5.163134975,5.545249213,4.157966173
0.1403,8.397318171,4.273277627,4.674221857,4.981728237,4.874740697,4.339265862,6.151302393,5.383865765,3.116898258,4.092521792,5.16306887,5.545027172,4.158060967
0.14035,8.397011087,4.27339877,4.6742709,4.98170184,4.874745796,4.339384023,6.15113844,5.383596003,3.117206695,4.092692765,5.163004914,5.544813975,4.158159017
0.1404,8.396703551,4.273522841,4.674322355,4.98167762,4.874753058,4.339504913,6.150972939,5.3833258,3.117516445,4.092861732,5.162943047,5.544609655,4.158260239
0.14045,8.396395471,4.273649745,4.674376138,4.981655511,4.874762406,4.339628436,6.150805907,5.383055164,3.117827359,4.093028485,5.162883202,5.544414242,4.158364552
0.1405,8.396086903,4.273779386,4.674432163,4.981635442,4.874773765,4.339754494,6.150637367,5.382784095,3.118139277,4.093192901,5.162825319,5.544227759,4.158471875
0.14055,8.395778029,4.273911668,4.674490349,4.981617348,4.874787058,4.339882986,6.150467301,5.382512584,3.118452029,4.093354906,5.162769348,5.544050219,4.158582124
0.1406,8.395468993,4.274046495,4.67455062,4.981601166,4.874802216,4.340013814,6.150295623,5.382240623,3.118765439,4.093514421,5.162715245,5.543881627,4.15869521
0.14065,8.395159822,4.274183769,4.6746129,4.981586839,4.874819172,4.340146876,6.150122216,5.38196821,3.119079333,4.093671351,5.162662969,5.543721986,4.158811042
0.1407,8.394850468,4.274323389,4.67467711,4.98157431,4.874837859,4.340282073,6.149947009,5.38169536,3.119393538,4.093825598,5.162612473,5.543571288,4.158929529
0.14075,8.394540825,4.274465254,4.674743169,4.981563521,4.874858211,4.340419303,6.149770005,5.381422098,3.119707884,4.093977058,5.162563712,5.543429528,4.159050576
0.1408,8.394230728,4.274609259,4.674810997,4.981554415,4.874880161,4.340558465,6.149591255,5.381148449,3.120022209,4.09412561,5.162516636,5.543296697,4.159174088
0.14085,8.393920071,4.2747553,4.674880507,4.98154693,4.874903638,4.340699455,6.149410823,5.380874436,3.120336359,4.094271115,5.162471191,5.543172793,4.159299971
0.1409,8.393608966,4.274903276,4.674951613,4.981541001,4.87492857,4.34084217,6.149228743,5.380600066,3.120650186,4.094413412,5.162427318,5.543057816,4.159428133
0.14095,8.393297733,4.275053082,4.675024228,4.98153656,4.874954878,4.340986508,6.149044995,5.380325336,3.120963548,4.09455232,5.162384951,5.542951767,4.159558486
0.141,8.39298668,4.27520462,4.675098261,4.981533534,4.874982484,4.341132365,6.148859506,5.380050243,3.121276295,4.094687678,5.162344023,5.542854643,4.159690939
0.14105,8.3926759,4.275357788,4.675173625,4.981531849,4.875011306,4.341279637,6.148672197,5.379774791,3.121588263,4.094819379,5.16230447,5.542766428,4.159825406
0.1411,8.392365275,4.275512485,4.675250236,4.981531436,4.875041267,4.341428221,6.148483028,5.379498991,3.121899269,4.094947386,5.162266241,5.54268709,4.15996179
0.14115,8.392054575,4.275668604,4.675328015,4.981532231,4.875072295,4.341578011,6.148292008,5.37922286,3.122209126,4.095071692,5.162229297,5.542616591,4.160099992
0.1412,8.391743561,4.275826041,4.675406886,4.981534181,4.875104327,4.341728902,6.148099154,5.378946421,3.122517657,4.095192257,5.162193603,5.542554892,4.16023991
0.14125,8.391432103,4.275984688,4.675486767,4.981537232,4.875137299,4.34188079,6.147904464,5.378669694,3.12282471,4.095308966,5.162159115,5.542501959,4.160381442
0.1413,8.391120299,4.276144438,4.675567574,4.981541326,4.875171144,4.34203357,6.147707916,5.378392699,3.123130152,4.095421637,5.162125774,5.542457769,4.16052449
0.14135,8.390808458,4.276305188,4.675649215,4.981546394,4.875205787,4.342187139,6.147509495,5.378115445,3.123433856,4.095530082,5.162093509,5.542422301,4.160668961
0.1414,8.390496911,4.276466834,4.675731599,4.981552362,4.875241146,4.342341394,6.147309192,5.377837939,3.123735689,4.095634154,5.162062249,5.542395528,4.160814767
0.14145,8.390185814,4.276629274,4.675814633,4.981559155,4.875277138,4.34249623,6.147107,5.377560183,3.124035497,4.095733747,5.162031927,5.542377414,4.160961815
0.1415,8.389875097,4.276792407,4.675898234,4.981566697,4.875313683,4.342651544,6.146902908,5.37728218,3.124333111,4.095828784,5.162002483,5.542367911,4.161110011
0.14155,8.389564558,4.276956127,4.675982315,4.981574921,4.875350704,4.34280723,6.146696903,5.377003937,3.124628353,4.095919198,5.161973863,5.542366962,4.161259258
0.1416,8.389253974,4.277120328,4.676066793,4.98158376,4.875388128,4.342963184,6.146488969,5.37672547,3.124921046,4.096004927,5.161946015,5.542374504,4.16140945
0.14165,8.388943194,4.2772849,4.676151582,4.981593151,4.875425883,4.3431193,6.146279083,5.3764468,3.125211026,4.096085903,5.161918887,5.542390473,4.161560483
0.1417,8.388632238,4.277449733,4.676236598,4.981603031,4.8754639,4.34327547,6.146067224,5.37616795,3.125498145,4.096162052,5.161892429,5.542414808,4.161712253
0.14175,8.388321312,4.27761472,4.676321755,4.981613338,4.875502106,4.343431589,6.145853394,5.375888938,3.12578227,4.096233296,5.161866586,5.542447456,4.161864658
0.1418,8.38801071,4.277779754,4.676406967,4.981624008,4.87554043,4.343587553,6.145637605,5.375609775,3.126063279,4.096299542,5.161841303,5.542488361,4.162017601
0.14185,8.387700638,4.277944734,4.676492148,4.981634974,4.8755788,4.343743259,6.145419857,5.375330469,3.126341054,4.096360658,5.161816518,5.542537473,4.162170989
0.1419,8.387391124,4.278109559,4.676577212,4.981646166,4.875617137,4.343898604,6.145200147,5.375051027,3.126615468,4.09641649,5.161792162,5.542594732,4.16232473
0.14195,8.38708204,4.278274127,4.676662067,4.981657508,4.875655362,4.344053488,6.14497848,5.374771456,3.126886375,4.096466914,5.161768161,5.542660072,4.162478731
0.142,8.386773201,4.278438336,4.676746626,4.981668927,4.875693393,4.344207809,6.144754875,5.374491771,3.127153611,4.096511876,5.161744452,5.542733412,4.162632897
0.14205,8.386464462,4.278602081,4.676830805,4.981680351,4.875731154,4.344361462,6.144529339,5.374211986,3.127417008,4.096551371,5.161720984,5.542814664,4.162787124
0.1421,8.386155801,4.278765256,4.676914523,4.98169172,4.875768576,4.344514346,6.144301857,5.373932118,3.127676406,4.096585399,5.161697714,5.542903738,4.162941309
0.14215,8.385847351,4.278927754,4.676997704,4.981702975,4.875805594,4.344666356,6.144072398,5.373652183,3.127931668,4.096613919,5.161674597,5.54300055,4.163095348
0.1422,8.385539328,4.279089471,4.677080265,4.981714059,4.875842143,4.344817392,6.143840938,5.3733722,3.128182676,4.096636844,5.161651582,5.543105019,4.163249139
0.14225,8.385231908,4.279250305,4.677162122,4.98172491,4.875878154,4.344967354,6.143607468,5.373092187,3.128429321,4.096654046,5.161628608,5.543217069,4.163402588
0.1423,8.384925129,4.279410156,4.677243188,4.98173546,4.875913554,4.345116142,6.143372008,5.372812165,3.128671492,4.096665388,5.161605604,5.543336618,4.163555602
0.14235,8.384618897,4.279568923,4.677323375,4.981745635,4.875948262,4.34526366,6.1431346,5.372532151,3.128909065,4.096670768,5.161582498,5.54346358,4.163708088
0.1424,8.384313084,4.279726507,4.677402595,4.98175536,4.875982201,4.345409807,6.142895289,5.372252152,3.129141904,4.096670129,5.161559225,5.54359786,4.163859954
0.14245,8.384007613,4.279882808,4.677480767,4.981764566,4.876015295,4.345554486,6.142654087,5.371972176,3.129369869,4.096663446,5.161535729,5.543739355,4.164011101
0.1425,8.383702504,4.280037724,4.67755781,4.981773187,4.876047473,4.345697597,6.142410964,5.371692229,3.129592826,4.096650691,5.161511957,5.543887962,4.164161433
0.14255,8.383397858,4.280191156,4.677633646,4.981781161,4.876078667,4.345839043,6.142165868,5.371412321,3.129810647,4.096631829,5.161487858,5.544043577,4.164310849
0.1426,8.38309381,4.280343003,4.677708196,4.981788428,4.876108811,4.345978726,6.141918769,5.371132468,3.13002321,4.096606828,5.161463382,5.544206092,4.164459252
0.14265,8.382790449,4.280493167,4.677781383,4.981794929,4.87613784,4.346116551,6.141669672,5.370852694,3.130230398,4.096575651,5.161438478,5.544375402,4.164606546
0.1427,8.382487771,4.280641549,4.677853129,4.981800605,4.876165688,4.346252424,6.141418617,5.37057302,3.130432098,4.09653824,5.161413093,5.544551397,4.164752636
0.14275,8.382185704,4.280788054,4.677923355,4.981805393,4.876192289,4.346386251,6.141165656,5.370293469,3.130628206,4.096494514,5.161387166,5.544733971,4.16489743
0.1428,8.38188418,4.280932587,4.677991979,4.981809229,4.876217574,4.346517939,6.140910831,5.370014052,3.130818623,4.096444382,5.161360635,5.544923014,4.165040835
0.14285,8.3815832,4.281075052,4.67805892,4.981812044,4.87624147,4.346647398,6.140654162,5.369734779,3.131003249,4.096387767,5.161333433,5.545118417,4.165182763
0.1429,8.38128283,4.281215356,4.678124096,4.98181377,4.876263904,4.346774535,6.140395638,5.369455655,3.131181979,4.096324622,5.161305497,5.545320065,4.165323123
0.14295,8.380983167,4.281353406,4.67818743,4.98181434,4.876284806,4.34689926,6.140135238,5.36917669,3.131354701,4.096254941,5.161276771,5.545527837,4.165461825
0.143,8.380684292,4.281489109,4.67824885,4.981813693,4.87630411,4.347021481,6.139872946,5.368897896,3.131521297,4.096178742,5.161247208,5.545741606,4.165598778
0.14305,8.380386234,4.281622375,4.678308285,4.981811774,4.876321757,4.347141111,6.139608766,5.368619289,3.131681651,4.096096039,5.161216765,5.545961242,4.165733889
0.1431,8.380088957,4.28175311,4.678365667,4.98180853,4.876337688,4.347258061,6.139342719,5.368340894,3.131835657,4.096006809,5.161185399,5.546186616,4.165867064
0.14315,8.379792387,4.281881225,4.678420924,4.981803907,4.876351845,4.347372246,6.139074837,5.368062734,3.131983225,4.09591099,5.161153057,5.546417601,4.165998214
0.1432,8.379496472,4.282005401,4.678473602,4.981797825,4.876364127,4.347483197,6.138805157,5.367784828,3.132124061,4.095808507,5.161119628,5.546580276,4.166124013
0.14325,8.379201233,4.282122408,4.678522358,4.9817901,4.876374279,4.347589637,6.138533713,5.367507193,3.132257462,4.095699266,5.161084814,5.546709214,4.166239291
0.1433,8.378906756,4.28223338,4.678566755,4.981780423,4.876381946,4.347691202,6.138260521,5.367229835,3.132383252,4.095583103,5.161048258,5.547031693,4.166352456
0.14335,8.37861315,4.28234315,4.678608514,4.981768575,4.876386986,4.347789171,6.137985583,5.366952754,3.132502007,4.095459947,5.16100996,5.547205403,4.166468527
0.1434,8.378320494,4.28245164,4.678648587,4.981754606,4.876389531,4.347884169,6.137708891,5.366675929,3.132614149,4.095329915,5.160970193,5.547504612,4.166582106
0.14345,8.378028803,4.282557383,4.678686404,4.981738677,4.876389744,4.347976062,6.13743046,5.366399315,3.132719827,4.095193119,5.160929078,5.547716425,4.166694081
0.1435,8.377738046,4.28266051,4.678721782,4.981720878,4.876387695,4.348064854,6.13715035,5.366122917,3.132818954,4.095049594,5.160886603,5.548004,4.166804086
0.14355,8.377448234,4.282760693,4.678754704,4.981701236,4.876383404,4.348150461,6.136868631,5.365846816,3.132911292,4.094899366,5.16084278,5.548242327,4.166911688
0.1436,8.377159474,4.282857793,4.678785041,4.981679752,4.876376862,4.348232791,6.136585328,5.365571103,3.132996597,4.094742419,5.160797591,5.548526087,4.167016935
0.14365,8.376871809,4.282951671,4.678812724,4.981656403,4.876368038,4.348311752,6.136300443,5.365295815,3.133074687,4.094578727,5.160750989,5.548783333,4.167119482
